Primary Ray Stage;Intersection Stage;Color Stage;;
1,791111;10,182;39,490037;;0,43725
0,436333;9,195648;39,026037;;9,19414
0,438;9,193444;39,031315;;39,01536
0,436444;9,193648;39,02437;;
0,433;9,196074;39,017815;;
0,437667;9,194148;39,03087;;
0,436889;9,194574;39,013315;;
0,437889;9,192889;39,027222;;
0,437222;9,196037;39,017352;;
0,436222;9,195611;39,016704;;
0,438556;9,195907;39,004981;;
0,437222;9,198481;38,995611;;
0,437778;9,193685;39,026667;;
0,436667;9,193296;39,028037;;
0,437778;9,1935;39,016093;;
0,437778;9,194778;39,016222;;
0,437778;9,192593;38,987611;;
0,436667;9,193963;39,020241;;
0,437222;9,194611;39,026685;;
0,436333;9,194611;39,017241;;
0,437444;9,19337;39,015222;;
0,437444;9,194037;39,005315;;
0,437889;9,196722;39,012519;;
0,436111;9,194093;39,026889;;
0,437667;9,19337;39,028093;;
0,436667;9,194537;39,020593;;
0,438;9,195759;39,008704;;
0,435556;9,193685;38,985815;;
0,438111;9,194907;39,024556;;
0,437444;9,195759;39,0545;;
0,436;9,195907;39,015148;;
0,438111;9,193704;39,013056;;
0,438333;9,193074;38,997963;;
0,435889;9,192722;39,011185;;
0,437778;9,191944;39,02263;;
0,437222;9,192593;39,015352;;
0,437333;9,193593;39,013389;;
0,437889;9,1925;39,002148;;
0,437444;9,195963;38,996019;;
0,438222;9,194852;39,023741;;
0,436556;9,192741;39,028574;;
0,437778;9,195056;39,014907;;
0,437;9,193074;39,016778;;
0,437;9,194259;38,986704;;
0,438889;9,194;39,022833;;
0,436667;9,191963;39,029167;;
0,437222;9,194444;39,022833;;
0,437889;9,192907;39,020796;;
0,437556;9,190963;39,008148;;
0,437556;9,194926;39,014667;;
0,437889;9,195593;39,027704;;
0,437444;9,194704;39,030648;;
0,437111;9,202852;39,016241;;
0,436667;9,195296;39,006241;;
0,437222;9,194426;38,988574;;
0,438333;9,193426;39,024259;;
0,438;9,195963;39,02837;;
0,437222;9,193333;39,014093;;
0,437;9,193019;39,01137;;
0,435778;9,193296;38,991407;;
0,437889;9,193889;39,013815;;
0,438;9,196241;39,02463;;
0,437889;9,192463;39,019019;;
0,437444;9,193704;39,02187;;
0,437444;9,19163;39,005019;;
0,436222;9,194944;38,996537;;
0,437667;9,193019;39,027389;;
0,438;9,193519;39,029889;;
0,437556;9,194556;39,020389;;
0,437667;9,191963;39,026574;;
0,437;9,193463;38,987963;;
0,438333;9,194556;39,024537;;
0,436889;9,193093;39,031241;;
0,436222;9,192833;39,026815;;
0,434778;9,194722;39,014463;;
0,437667;9,194259;39,011315;;
0,438111;9,193426;39,011241;;
0,437444;9,194019;39,025222;;
0,438;9,1935;39,01563;;
0,436889;9,194556;39,015963;;
0,437556;9,193241;39,005;;
0,437;9,194296;38,996667;;
0,436222;9,195167;39,025333;;
0,438111;9,192444;39,022778;;
0,435778;9,192852;39,017537;;
0,437667;9,195074;39,015704;;
0,437111;9,194907;38,985981;;
0,436111;9,194352;39,02313;;
0,437222;9,194833;39,025444;;
0,437667;9,193796;39,021352;;
0,435778;9,192778;39,015185;;
0,438111;9,196463;39,008278;;
0,438222;9,194278;39,012685;;
0,437556;9,19187;39,026204;;
0,437778;9,194111;39,023444;;
0,437;9,192852;39,015889;;
0,437778;9,1955;39,005093;;
0,438;9,192574;38,98887;;
0,436778;9,193352;39,026167;;
0,435222;9,19387;39,022352;;
0,436667;9,193259;39,012315;;
0,437667;9,19337;39,011111;;
0,436778;9,19387;39,003722;;
0,437667;9,195333;39,009352;;
0,438111;9,194815;39,022759;;
0,437444;9,194111;39,020167;;
0,435778;9,193796;39,01813;;
0,435556;9,193481;39,005241;;
0,437778;9,192389;38,995611;;
