Primary Ray Stage;Intersection Stage;Color Stage;;
0,681222;1,376556;3,728148;;0,10337
0,103111;0,716685;2,663333;;0,71733
0,097889;0,714444;2,659963;;2,66864
0,081667;0,718167;2,662741;;
0,115778;0,715963;2,663;;
0,112333;0,719241;2,664333;;
0,110667;0,717111;2,667278;;
0,115444;0,716407;2,667037;;
0,103667;0,716759;2,666981;;
0,106333;0,71487;2,667259;;
0,113222;0,716722;2,664741;;
0,082;0,721111;2,667037;;
0,098778;0,716574;2,668185;;
0,112333;0,716593;2,667444;;
0,101444;0,71687;2,67063;;
0,085333;0,714296;2,670222;;
0,101333;0,715648;2,669333;;
0,082444;0,720944;2,668093;;
0,117889;0,719444;2,667667;;
0,098;0,718722;2,668074;;
0,100333;0,714778;2,668259;;
0,099667;0,716204;2,667778;;
0,103444;0,716444;2,668833;;
0,112111;0,718407;2,66987;;
0,105;0,716796;2,670333;;
0,107778;0,715444;2,701556;;
0,096333;0,716926;2,669463;;
0,104556;0,71737;2,669537;;
0,107667;0,718519;2,670722;;
0,105111;0,714222;2,669389;;
0,118667;0,715444;2,670648;;
0,103222;0,716407;2,671389;;
0,104333;0,717611;2,669296;;
0,101333;0,716648;2,66937;;
0,102111;0,718963;2,666759;;
0,108333;0,712389;2,668778;;
0,097556;0,719926;2,688759;;
0,106667;0,719259;2,667574;;
0,110889;0,715593;2,667741;;
0,105333;0,715759;2,666519;;
0,106333;0,74763;2,668278;;
0,105111;0,715648;2,667481;;
0,103889;0,717796;2,6695;;
0,104889;0,71537;2,668204;;
0,104222;0,716444;2,668796;;
0,095778;0,716407;2,667167;;
0,094667;0,7155;2,668963;;
0,104111;0,717574;2,668944;;
0,083111;0,7195;2,667833;;
0,082444;0,719167;2,663667;;
0,083333;0,722241;2,667;;
0,104222;0,715815;2,666741;;
0,113;0,716278;2,666556;;
0,108111;0,715444;2,668759;;
0,104556;0,713759;2,668685;;
0,097556;0,7175;2,696833;;
0,093778;0,714185;2,668019;;
0,080333;0,720722;2,664963;;
0,098778;0,718611;2,664556;;
0,104778;0,716944;2,665315;;
0,103889;0,715778;2,663759;;
0,103667;0,717111;2,665352;;
0,107222;0,71313;2,663741;;
0,106222;0,746852;2,663981;;
0,105;0,714704;2,665444;;
0,112;0,715389;2,664093;;
0,104111;0,714778;2,693352;;
0,105111;0,715704;2,663222;;
0,105;0,715981;2,661685;;
0,104667;0,716852;2,661944;;
0,106444;0,716204;2,662259;;
0,107333;0,716148;2,661222;;
0,100667;0,714685;2,660944;;
0,081667;0,719426;2,662278;;
0,080444;0,720259;2,661537;;
0,106778;0,71537;2,663389;;
0,106;0,716889;2,661741;;
0,105667;0,713926;2,668481;;
0,105333;0,718426;2,666833;;
0,081;0,7215;2,667296;;
0,081556;0,716185;2,665593;;
0,109444;0,714963;2,66637;;
0,113222;0,713296;2,668667;;
0,104889;0,713037;2,668778;;
0,103889;0,713833;2,671444;;
0,105556;0,718;2,669519;;
0,104667;0,717759;2,669148;;
