Primary Ray Stage;Intersection Stage;Color Stage;;
0,709444;0,989889;3,280717;;
0,105444;0,675465;2,702576;;0,09584
0,119778;0,673879;2,706808;;0,67635
0,120111;0,675414;2,706768;;2,71398
0,087444;0,678677;2,712929;;
0,100444;0,67597;2,708929;;
0,107333;0,67596;2,716515;;
0,087556;0,675313;2,716869;;
0,107111;0,676919;2,716343;;
0,098556;0,67599;2,716071;;
0,112778;0,67502;2,71701;;
0,106222;0,673667;2,716192;;
0,087556;0,673465;2,71704;;
0,107778;0,675121;2,713253;;
0,111222;0,676091;2,739485;;
0,087333;0,677333;2,716424;;
0,086111;0,675636;2,71699;;
0,085111;0,676838;2,719475;;
0,084222;0,674222;2,716273;;
0,087667;0,67599;2,712808;;
0,092778;0,675586;2,715798;;
0,099222;0,675727;2,713626;;
0,087556;0,697838;2,713444;;
0,107889;0,676283;2,711727;;
0,111667;0,675414;2,715071;;
0,112444;0,675333;2,718162;;
0,096111;0,673273;2,714141;;
0,103889;0,676172;2,712505;;
0,084444;0,676384;2,713111;;
0,117667;0,675071;2,714283;;
0,087889;0,676131;2,710283;;
0,087778;0,676;2,731273;;
0,109222;0,67504;2,709061;;
0,086444;0,676444;2,711141;;
0,087333;0,675889;2,708869;;
0,105667;0,675343;2,711101;;
0,105;0,675697;2,70896;;
0,090889;0,675808;2,704091;;
0,097333;0,673949;2,70396;;
0,101111;0,676414;2,698323;;
0,099;0,675;2,701455;;
0,093444;0,675667;2,702576;;
0,106444;0,676879;2,711101;;
0,085556;0,676202;2,707485;;
0,108;0,67499;2,712091;;
0,097667;0,676525;2,718091;;
0,088;0,675071;2,717081;;
0,087333;0,677;2,713303;;
0,099778;0,675636;2,714657;;
0,087111;0,67601;2,717081;;
0,106667;0,676192;2,716374;;
0,092222;0,693131;2,717949;;
0,086889;0,676384;2,713949;;
0,106444;0,674495;2,716475;;
0,091778;0,675939;2,719535;;
0,105222;0,676505;2,719566;;
0,085111;0,675232;2,714606;;
0,087111;0,674586;2,718667;;
0,086889;0,675515;2,714495;;
0,099111;0,675677;2,709283;;
0,088778;0,677333;2,714667;;
0,101111;0,676394;2,713091;;
0,088444;0,67598;2,711758;;
0,084333;0,675586;2,714596;;
0,086333;0,672667;2,710263;;
0,103556;0,675848;2,712505;;
0,108444;0,674313;2,71496;;
0,087333;0,674455;2,713121;;
0,103889;0,675778;2,716899;;
0,116778;0,677121;2,710707;;
0,088556;0,676455;2,711141;;
0,086333;0,677081;2,70901;;
0,087333;0,70796;2,710616;;
0,086889;0,675747;2,708768;;
0,084889;0,675354;2,711101;;
0,096778;0,674919;2,709091;;
0,086667;0,675364;2,705333;;
0,099111;0,675939;2,699192;;
0,104778;0,674919;2,702889;;
0,087222;0,677071;2,696949;;
0,102111;0,675303;2,701727;;
0,085667;0,674667;2,707141;;
0,110111;0,676879;2,71396;;
0,100889;0,676202;2,71497;;
0,115;0,673626;2,715808;;
0,086444;0,676354;2,718838;;
0,088111;0,674354;2,717253;;
0,084333;0,67596;2,713758;;
0,088667;0,675667;2,718051;;
0,103889;0,675434;2,717455;;
0,113222;0,676192;2,714889;;
0,115111;0,674768;2,720101;;
0,085889;0,675687;2,746343;;
0,086111;0,676545;2,720212;;
0,109;0,676586;2,718364;;
0,085667;0,675455;2,717838;;
0,087444;0,674596;2,71903;;
0,104333;0,675606;2,713737;;
0,086;0,674586;2,713889;;
0,094556;0,675303;2,716404;;
0,087556;0,676283;2,715505;;
0,105111;0,67596;2,712283;;
0,088222;0,674677;2,733343;;
0,086444;0,675556;2,713566;;
0,086111;0,674333;2,713636;;
0,102667;0,673586;2,715879;;
0,100111;0,674303;2,714313;;
0,102889;0,677131;2,714;;
0,085556;0,675384;2,713091;;
0,109111;0,674758;2,709717;;
0,097889;0,675212;2,708859;;
0,085333;0,67501;2,711545;;
0,094556;0,674909;2,710525;;
0,087778;0,673818;2,709111;;
0,108556;0,674495;2,711677;;
0,105222;0,675293;2,709293;;
0,099889;0,676879;2,705354;;
0,107;0,676364;2,703707;;
0,087;0,676374;2,700192;;
0,087556;0,678121;2,704071;;
0,083111;0,673414;2,702111;;
0,087333;0,67401;2,71299;;
0,105444;0,694747;2,709475;;
0,085333;0,675061;2,730525;;
0,100111;0,672828;2,71698;;
0,109889;0,676212;2,714737;;
0,083667;0,675293;2,716141;;
0,084333;0,676808;2,719566;;
0,105222;0,675869;2,714566;;
0,106556;0,675737;2,716949;;
0,100444;0,673131;2,715515;;
0,086889;0,674465;2,745283;;
0,109889;0,67701;2,716394;;
0,087333;0,675747;2,720606;;
0,087889;0,677596;2,710818;;
0,109222;0,675424;2,718687;;
0,088;0,675162;2,71396;;
0,104778;0,675364;2,71496;;
0,086222;0,675465;2,713;;
0,088111;0,677051;2,715889;;
0,100667;0,674566;2,714889;;
0,103889;0,677293;2,709273;;
0,110222;0,674929;2,718798;;
0,085889;0,674798;2,734051;;
0,087889;0,674081;2,718808;;
0,114444;0,676919;2,715869;;
0,087222;0,675303;2,715293;;
0,088;0,677;2,705919;;
0,084556;0,676232;2,710485;;
0,086667;0,673283;2,712758;;
0,105444;0,678051;2,712333;;
0,087444;0,67299;2,711273;;
0,109111;0,67401;2,709242;;
0,100667;0,676081;2,710313;;
0,101778;0,676364;2,710707;;
0,235111;0,674545;2,702566;;
0,088;0,675838;2,701061;;
0,117556;0,676626;2,703061;;
0,105444;0,675212;2,707919;;
0,087222;0,676727;2,706162;;
0,086778;0,676303;2,704535;;
0,106778;0,675758;2,712394;;
0,087333;0,67501;2,718444;;
0,111333;0,676394;2,718879;;
0,111556;0,673343;2,716576;;
0,108111;0,677313;2,731788;;
0,084;0,674404;2,718525;;
0,088222;0,675212;2,716919;;
0,084333;0,674879;2,714495;;
0,085556;0,677394;2,714657;;
0,107556;0,676859;2,712939;;
0,086889;0,675626;2,724485;;
0,087667;0,675374;2,71703;;
0,090667;0,674404;2,715374;;
0,105;0,676061;2,717616;;
0,103556;0,675515;2,71698;;
0,102;0,675596;2,714677;;
0,087222;0,675051;2,714424;;
0,105889;0,675646;2,713768;;
0,086333;0,677485;2,713182;;
0,106222;0,674667;2,716242;;
0,129556;0,673778;2,714909;;
0,104889;0,674848;2,711808;;
0,112111;0,674374;2,713545;;
0,106778;0,673798;2,715697;;
0,105444;0,674414;2,716374;;
0,115333;0,673323;2,709525;;
0,084444;0,676818;2,711364;;
0,103;0,676212;2,715758;;
0,087111;0,675253;2,711717;;
0,094556;0,674444;2,729859;;
0,103111;0,676687;2,711162;;
0,089222;0,675687;2,708556;;
0,087444;0,676253;2,70602;;
0,101889;0,675273;2,70599;;
0,102;0,676293;2,698495;;
