Primary Ray Stage;Intersection Stage;Color Stage;;
2,169778;5,085963;209,32837;;0,48732
0,479667;4,317963;208,570093;;4,33947
0,482889;4,430352;208,698796;;208,6389
0,479333;4,318889;208,685778;;
0,482333;4,29837;208,641167;;
0,484;4,299352;208,538741;;
0,487444;4,332667;208,577296;;
0,488;4,392019;208,495259;;
0,489889;4,352241;208,714074;;
0,496;4,310296;208,777037;;
0,476333;4,356574;208,655722;;
0,491;4,364426;208,595056;;
0,485444;4,346963;208,700463;;
0,476556;4,349019;208,499685;;
0,485444;4,30363;208,695926;;
0,484889;4,326093;208,9285;;
0,488889;4,387981;208,682259;;
0,482556;4,358519;208,544389;;
0,488667;4,369796;208,590611;;
0,487222;4,26437;208,573296;;
0,480889;4,3285;208,537815;;
0,484333;4,345833;208,550852;;
0,479889;4,344852;208,550778;;
0,483333;4,309926;208,639741;;
0,492889;4,290574;208,749593;;
0,489444;4,369537;208,789981;;
0,483667;4,37163;208,494556;;
0,483333;4,301074;208,582685;;
0,487667;4,353019;208,644352;;
0,483444;4,322796;208,627796;;
0,481889;4,386704;208,789333;;
0,482333;4,332315;208,626981;;
0,479778;4,308278;208,495426;;
0,482556;4,365148;208,59713;;
0,483667;4,369204;208,75037;;
0,48;4,328259;208,608778;;
0,486778;4,297315;208,698204;;
0,488667;4,35287;208,624037;;
0,482778;4,349111;208,642389;;
0,483667;4,330963;208,644407;;
0,490556;4,30463;208,678537;;
0,490444;4,309463;208,773796;;
0,482556;4,35137;208,641037;;
0,489;4,338796;208,448278;;
0,494;4,303704;208,466037;;
0,489111;4,338204;208,731593;;
0,493778;4,340926;208,7925;;
0,500667;4,300889;208,650981;;
0,487222;4,337278;208,624426;;
0,485444;4,34687;208,473778;;
0,487333;4,325259;208,77913;;
0,488;4,381074;208,575685;;
0,498111;4,360778;208,745444;;
0,482;4,326389;208,77013;;
0,499333;4,334852;208,387778;;
0,490333;4,28413;208,619444;;
0,480111;4,318759;208,482741;;
0,490333;4,370574;208,650741;;
0,486778;4,342833;208,754259;;
0,485111;4,329148;208,702;;
0,493222;4,349093;208,624204;;
0,485556;4,353611;208,548333;;
0,480556;4,359796;208,847;;
0,489889;4,398519;208,638593;;
0,486222;4,371574;208,582463;;
0,496222;4,374963;208,701981;;
0,475444;4,357278;208,653259;;
0,490556;4,3665;208,640944;;
0,482444;4,329519;208,613426;;
0,49;4,373796;208,827296;;
0,494556;4,315148;208,657426;;
0,487444;4,388889;208,506222;;
0,484667;4,351889;208,542963;;
0,49;4,294037;208,680889;;
0,482;4,313444;208,703926;;
0,492444;4,334741;208,625352;;
0,491222;4,318278;208,597648;;
0,482444;4,285148;208,600481;;
0,487444;4,307389;208,712519;;
0,493222;4,378241;208,626111;;
0,489;4,282759;208,56763;;
0,480444;4,3795;208,502481;;
0,494111;4,372222;208,641981;;
0,491111;4,2335;208,474741;;
0,490889;4,351;208,747537;;
0,481333;4,32963;208,692796;;
0,481111;4,301759;208,619296;;
0,479222;4,357907;208,644667;;
0,498111;4,355037;208,608593;;
0,519556;4,316333;208,591278;;
0,489889;4,385444;208,603093;;
0,493222;4,312833;208,657241;;
0,488667;4,342407;208,749;;
0,495667;4,329722;208,800333;;
0,488889;4,411444;208,466593;;
0,485778;4,393241;208,663574;;
0,477333;4,39187;208,721444;;
0,484;4,320148;208,607389;;
0,490111;4,352204;208,658537;;
0,489111;4,329167;208,664463;;
0,493778;4,292259;208,608315;;
0,478;4,383944;208,673537;;
0,484;4,380519;208,724556;;
0,492111;4,366537;208,632;;
0,482222;4,276944;208,6735;;
0,475667;4,385481;208,581074;;
0,480556;4,317278;208,62787;;
0,488778;4,325185;208,742019;;
0,491111;4,355093;208,491074;;
0,481;4,309278;208,680833;;
0,490778;4,274333;208,647111;;
0,483889;4,264981;208,806481;;
0,485222;4,309037;208,595093;;
0,478778;4,416963;208,713222;;
0,481444;4,368259;208,670167;;
0,475333;4,309556;208,64187;;
0,487444;4,342722;208,660537;;
0,493222;4,351056;208,668722;;
0,48;4,358648;208,611241;;
0,491111;4,316185;208,624167;;
0,489667;4,392963;208,575907;;
0,479444;4,366185;208,667926;;
0,482333;4,365019;208,634204;;
0,482111;4,388648;208,727333;;
0,478889;4,350741;208,583722;;
0,480222;4,327889;208,666241;;
0,491778;4,383889;208,642667;;
0,485;4,312111;208,716037;;
0,490556;4,311981;208,570537;;
0,484;4,328259;208,705981;;
0,487889;4,388204;208,511;;
0,49;4,331704;208,704889;;
0,491444;4,299667;208,550407;;
0,475222;4,333704;208,568519;;
0,490556;4,351204;208,671704;;
0,474333;4,359056;208,630889;;
0,482778;4,317389;208,728704;;
0,485667;4,363907;208,671222;;
0,484111;4,351981;208,504926;;
0,484333;4,356574;208,459685;;
0,475667;4,257889;208,495759;;
0,478778;4,230333;208,553519;;
0,491778;4,374037;208,655315;;
0,472333;4,317426;208,541;;
0,486556;4,326574;208,696;;
0,489333;4,322389;208,595111;;
0,481889;4,298926;208,440907;;
0,487222;4,355852;208,588852;;
0,493444;4,358056;208,602981;;
0,486889;4,332722;208,719963;;
0,488556;4,322667;208,591741;;
0,492778;4,322037;208,695352;;
0,484444;4,346241;208,554111;;
0,493111;4,340907;208,773833;;
0,483222;4,326093;208,654444;;
0,484556;4,342759;208,679685;;
0,492444;4,361833;208,802093;;
0,486778;4,323315;208,460574;;
0,485111;4,333778;208,552944;;
0,489667;4,347704;208,77037;;
0,489556;4,367222;208,805759;;
0,485;4,35013;208,540222;;
0,484222;4,337;208,660481;;
0,486889;4,362111;208,603389;;
0,481778;4,317667;208,576685;;
0,476889;4,36587;208,72963;;
0,505778;4,310204;208,599593;;
0,486111;4,367204;208,461685;;
0,492222;4,374222;208,596611;;
0,484556;4,320241;208,459;;
0,492;4,362315;208,510241;;
0,475444;4,409944;208,655722;;
0,487222;4,309019;208,632537;;
0,493;4,308833;208,523259;;
0,487444;4,345833;208,460611;;
0,477778;4,325519;208,793204;;
0,481333;4,307704;208,775648;;
0,483222;4,362481;208,621389;;
0,476333;4,301907;208,582833;;
0,482333;4,347963;208,463963;;
0,482;4,322056;208,508185;;
0,484;4,320389;208,789111;;
0,491111;4,34837;208,739685;;
0,488778;4,292167;208,770556;;
0,488444;4,31663;208,684556;;
0,484444;4,339519;208,521556;;
0,487;4,3465;208,764111;;
0,472889;4,426;208,751815;;
0,486111;4,345815;208,707907;;
0,488;4,291815;208,746148;;
0,493111;4,349111;208,638593;;
0,497333;4,303667;208,867815;;
0,499667;4,332537;208,662741;;
0,496333;4,36687;208,584574;;
0,495;4,368278;208,495222;;
0,483222;4,305648;208,502926;;
0,480333;4,313963;208,556204;;
0,481667;4,364648;208,662148;;
0,488222;4,328537;208,757111;;
0,488889;4,302593;208,714278;;
0,485889;4,321759;208,834519;;
0,489778;4,28963;208,722926;;
0,481556;4,317407;208,798648;;
0,489889;4,28313;208,627759;;
0,475444;4,338278;208,694944;;
0,479667;4,338093;208,655463;;
0,482667;4,32387;208,671278;;
0,485444;4,332093;208,670815;;
0,475111;4,369796;208,528796;;
0,478333;4,37263;208,714167;;
0,492111;4,314111;208,608852;;
0,488;4,299426;208,7265;;
0,49;4,390778;208,563315;;
0,487778;4,303481;208,779852;;
0,491333;4,363648;208,514796;;
0,487667;4,348815;208,625926;;
0,501444;4,318759;208,597963;;
0,492444;4,3845;208,629056;;
0,487;4,295593;208,663444;;
0,480667;4,368019;208,649037;;
0,479111;4,283296;208,794222;;
0,488111;4,243593;208,638315;;
0,486444;4,350722;208,493296;;
0,482333;4,344648;208,667741;;
0,480667;4,285352;208,801167;;
0,480667;4,249815;208,626519;;
0,487333;4,344352;208,532463;;
0,486444;4,350796;208,650648;;
0,479;4,365333;208,594315;;
0,485111;4,208537;208,636852;;
0,485222;4,417056;208,669889;;
0,492;4,243722;208,657611;;
0,485222;4,370185;208,791056;;
0,478333;4,350463;208,463537;;
0,475;4,314352;208,714037;;
0,479111;4,303185;208,704759;;
0,490556;4,263667;208,582907;;
0,480333;4,328907;208,735407;;
0,480889;4,322648;208,522093;;
0,492667;4,372167;208,533796;;
0,488;4,342093;208,426611;;
0,488556;4,250296;208,645222;;
0,491;4,39137;208,695926;;
0,483444;4,342648;208,537111;;
0,486111;4,388463;208,832722;;
0,484778;4,317056;208,693463;;
0,478333;4,303704;208,625685;;
0,484333;4,346852;208,727593;;
0,488778;4,327204;208,76063;;
0,488556;4,303278;208,544611;;
