Primary Ray Stage;Intersection Stage;Color Stage;;
1,706444;2,863889;170,974525;;0,24312
0,244556;2,501717;170,493667;;2,50016
0,246333;2,498808;170,518838;;170,50801
0,245667;2,500455;170,519303;;
0,243333;2,499475;170,547859;;
0,244111;2,498131;170,541374;;
0,243333;2,503444;170,523465;;
0,240889;2,496566;170,610687;;
0,243222;2,502424;170,50901;;
0,241222;2,500323;170,490869;;
0,242667;2,501788;170,528798;;
0,241667;2,499859;170,597263;;
0,240667;2,501768;170,558374;;
0,241778;2,501929;170,569859;;
0,240333;2,500232;170,431687;;
0,242111;2,49899;170,562465;;
0,246222;2,499838;170,497222;;
0,240667;2,499768;170,574232;;
0,238111;2,499788;170,479788;;
0,244667;2,500202;170,544848;;
0,239778;2,501859;170,522364;;
0,240444;2,50603;170,573616;;
0,240333;2,49997;170,596515;;
0,246444;2,499495;170,483313;;
0,245111;2,499222;170,559586;;
0,244333;2,500121;170,546495;;
0,243556;2,498273;170,494404;;
0,240667;2,498263;170,619111;;
0,243;2,498939;170,406263;;
0,244778;2,50197;170,529707;;
0,243667;2,501061;170,532;;
0,246778;2,501071;170,479141;;
0,242222;2,500424;170,578535;;
0,242889;2,498404;170,522869;;
0,246667;2,500071;170,584859;;
0,245778;2,495929;170,442323;;
0,240111;2,499444;170,510929;;
0,242333;2,499364;170,509727;;
0,242778;2,501576;170,48503;;
0,244667;2,500667;170,534152;;
0,244444;2,499556;170,507333;;
0,245333;2,500071;170,593414;;
0,243556;2,498253;170,397919;;
0,242889;2,501293;170,531768;;
0,243333;2,499919;170,569212;;
0,243444;2,497495;170,501424;;
0,245444;2,502909;170,444606;;
0,243778;2,499586;170,507828;;
0,242222;2,500939;170,522101;;
0,241444;2,502677;170,568212;;
0,245778;2,500384;170,465717;;
0,242;2,498545;170,421758;;
0,243667;2,499434;170,504616;;
0,243222;2,499596;170,430949;;
0,239111;2,499879;170,459303;;
0,244333;2,498586;170,477404;;
0,243333;2,500586;170,41897;;
0,243111;2,497071;170,476505;;
0,242667;2,499152;170,469616;;
0,242;2,496788;170,471808;;
0,242889;2,501657;170,447677;;
0,245;2,501848;170,432384;;
0,240556;2,50298;170,457202;;
0,244778;2,502202;170,564556;;
0,239111;2,499061;170,407798;;
0,247556;2,501444;170,397384;;
0,242444;2,496939;170,488566;;
0,241444;2,499465;170,538646;;
0,241444;2,501859;170,425949;;
0,240667;2,501636;170,496576;;
0,242111;2,501525;170,368071;;
0,240667;2,498667;170,513253;;
0,238222;2,500333;170,45599;;
0,244667;2,498535;170,559657;;
0,241889;2,502374;170,404091;;
0,241556;2,497293;170,479263;;
0,243;2,499232;170,453626;;
0,249333;2,498626;170,49999;;
0,242778;2,500717;170,48699;;
0,241667;2,501848;170,543343;;
0,239111;2,499919;170,54096;;
0,242111;2,498253;170,579162;;
0,246556;2,501606;170,530566;;
0,243111;2,499788;170,501818;;
0,242889;2,499485;170,437818;;
0,245;2,497121;170,547404;;
0,246333;2,497192;170,560707;;
0,241111;2,498323;170,544313;;
0,245778;2,501293;170,551081;;
0,243556;2,500273;170,376818;;
0,245444;2,503162;170,604768;;
0,241333;2,502071;170,490798;;
0,246111;2,501576;170,56303;;
0,242333;2,498586;170,462727;;
0,244111;2,501505;170,502333;;
0,241556;2,503515;170,576444;;
0,245111;2,502869;170,483222;;
0,242778;2,501061;170,501323;;
0,244333;2,5;170,432909;;
0,242222;2,501869;170,565162;;
0,246778;2,499293;170,589919;;
0,246111;2,499939;170,50696;;
0,244667;2,499071;170,544717;;
0,245333;2,500535;170,402071;;
0,242667;2,500333;170,671475;;
0,245889;2,499879;170,637131;;
0,240667;2,499515;170,596727;;
0,243;2,502061;170,479061;;
0,243444;2,500475;170,497202;;
0,242111;2,498081;170,437808;;
0,241111;2,500061;170,487747;;
0,240889;2,501889;170,526909;;
0,241556;2,499636;170,379141;;
0,240333;2,500172;170,441;;
0,245889;2,497121;170,497465;;
0,244444;2,501717;170,476929;;
0,243;2,500182;170,519283;;
0,243778;2,501232;170,439273;;
0,245111;2,500121;170,506404;;
0,239444;2,499121;170,538818;;
0,242;2,501414;170,486505;;
0,245667;2,503273;170,438283;;
0,242;2,498273;170,519828;;
0,242111;2,501293;170,574727;;
0,242444;2,495859;170,493444;;
0,245778;2,497394;170,467667;;
0,242667;2,501879;170,373404;;
0,243111;2,500081;170,434707;;
0,244667;2,502545;170,465283;;
0,242;2,499899;170,520848;;
0,242444;2,501152;170,491404;;
0,242556;2,499606;170,514364;;
0,245333;2,500172;170,483232;;
0,242667;2,5;170,526162;;
0,242333;2,499677;170,543475;;
0,247111;2,501616;170,464919;;
0,240444;2,501899;170,47399;;
0,241444;2,49699;170,479899;;
0,243;2,501253;170,555677;;
0,243667;2,49896;170,606434;;
0,241556;2,501909;170,470768;;
0,242444;2,49601;170,600071;;
0,242889;2,498222;170,429939;;
0,243556;2,49899;170,528859;;
0,242444;2,49797;170,567636;;
0,245667;2,499505;170,431737;;
0,245444;2,500172;170,599596;;
0,242222;2,496525;170,545444;;
0,243222;2,499505;170,575434;;
0,243667;2,500374;170,494404;;
0,244222;2,501364;170,534566;;
0,244333;2,49997;170,511697;;
0,245556;2,499939;170,602222;;
0,243889;2,501687;170,558455;;
0,240778;2,500434;170,412869;;
